Name,BirthDate,CurrentDate,CurrentAge,Gender,Address,Contact_URL,Url,Phone,Party,DateInOffice,EndOfTerm,YearsInOffice,AgeAtTakingOfficeYear,StateAbb,State,District,OfficeAddress,Position,BelieveClimateChange,Quote,QuoteSource,QuoteURL
Steve Israel,30-May-58,15-Dec-16,58,M,2457 Rayburn HOB; Washington DC 20515-3203,https://israel.house.gov/contact/email-me,http://israel.house.gov,202-225-3335,Democrat,3-Jan-01,3-Jan-17,15,42,NY,New York,4,2457 Rayburn House Office Building,rep,Yes,,,
Steve King,28-May-49,15-Dec-16,67,M,2210 Rayburn HOB; Washington DC 20515-1504,https://forms.house.gov/king/webforms/issue_subscribe.html,https://steveking.house.gov,202-225-4426,Republican,7-Jan-03,3-Jan-17,13,53,IA,Iowa,5,2210 Rayburn House Office Building,rep,,,,
Steve Russell,25-May-63,15-Dec-16,53,M,128 Cannon HOB; Washington DC 20515-3605,,https://russell.house.gov,202-225-2132,Republican,6-Jan-15,3-Jan-17,1,51,OK,Oklahoma,6,128 Cannon House Office Building,rep,,,,
Steve Scalise,6-Oct-65,15-Dec-16,51,M,2338 Rayburn HOB; Washington DC 20515-1801,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov,202-225-3015,Republican,7-May-08,3-Jan-17,8,42,LA,Louisiana,2,2338 Rayburn House Office Building,rep,,,,
Steve Stivers,24-Mar-65,15-Dec-16,51,M,1022 Longworth HOB; Washington DC 20515-3515,https://stivers.house.gov/forms/writeyourrep/,http://stivers.house.gov,202-225-2015,Republican,5-Jan-11,3-Jan-17,5,45,OH,Ohio,16,1022 Longworth House Office Building,rep,,,,
Steve Womack,18-Feb-57,15-Dec-16,59,M,1119 Longworth HOB; Washington DC 20515-0403,https://womack.house.gov/contact/contactform.htm,http://womack.house.gov,202-225-4301,Republican,5-Jan-11,3-Jan-17,5,53,AR,Arkansas,4,1119 Longworth House Office Building,rep,,,,
Steven M. Palazzo,21-Feb-70,15-Dec-16,46,M,331 Cannon HOB; Washington DC 20515-2404,http://palazzo.house.gov/contact/,http://palazzo.house.gov,202-225-5772,Republican,5-Jan-11,3-Jan-17,5,40,MS,Mississippi,5,331 Cannon House Office Building,rep,,,,
Susan A. Davis,13-Apr-44,15-Dec-16,72,F,1214 Longworth HOB; Washington DC 20515-0553,https://susandavisforms.house.gov/forms/writeyourrep/,http://susandavis.house.gov,202-225-2040,Democrat,3-Jan-01,3-Jan-17,15,56,CA,California,54,1214 Longworth House Office Building,rep,Yes,,,
Susan M. Collins,7-Dec-52,15-Dec-16,64,F,413 Dirksen Senate Office Building Washington DC 20510,http://www.collins.senate.gov/public/index.cfm/email,https://www.collins.senate.gov,202-224-2523,Republican,7-Jan-97,3-Jan-21,19,44,ME,Maine,,413 Dirksen Senate Office Building,sen,,,,
Susan W. Brooks,25-Aug-60,15-Dec-16,56,F,1505 Longworth HOB; Washington DC 20515-1405,https://susanwbrooks.house.gov/contact/email-me,http://susanwbrooks.house.gov,202-225-2276,Republican,3-Jan-13,3-Jan-17,3,52,IN,Indiana,6,1505 Longworth House Office Building,rep,,,,
Suzan K. DelBene,17-Feb-62,15-Dec-16,54,F,318 Cannon HOB; Washington DC 20515-4701,http://delbene.house.gov/contact-me/email-me,http://delbene.house.gov,202-225-6311,Democrat,13-Nov-12,3-Jan-17,4,50,WA,Washington,2,318 Cannon House Office Building,rep,Yes,,,
Suzanne Bonamici,14-Oct-54,15-Dec-16,62,F,439 Cannon HOB; Washington DC 20515-3701,https://bonamici.house.gov/contact-me/email-me,http://bonamici.house.gov,202-225-0855,Democrat,7-Feb-12,3-Jan-17,4,57,OR,Oregon,2,439 Cannon House Office Building,rep,Yes,,,
Tammy Baldwin,11-Feb-62,15-Dec-16,54,F,717 Hart Washington DC 20510,http://www.baldwin.senate.gov/contact,https://www.baldwin.senate.gov,202-224-5653,Democrat,6-Jan-99,3-Jan-19,17,36,WI,Wisconsin,,717 Hart,sen,Yes,,,
Tammy Duckworth,12-Mar-68,15-Dec-16,48,F,104 Cannon HOB; Washington DC 20515-1308,https://duckworth.house.gov/contact/email-me,http://duckworth.house.gov,202-225-3711,Democrat,3-Jan-13,3-Jan-17,3,44,IL,Illinois,9,104 Cannon House Office Building,rep,Yes,,,
Ted Cruz,22-Dec-70,15-Dec-16,45,M,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,https://www.cruz.senate.gov,202-224-5922,Republican,3-Jan-13,3-Jan-19,3,42,TX,Texas,,404 Russell Senate Office Building,sen,,,,
Ted Lieu,29-Mar-69,15-Dec-16,47,M,415 Cannon HOB; Washington DC 20515-0533,,https://lieu.house.gov,202-225-3976,Democrat,6-Jan-15,3-Jan-17,1,45,CA,California,34,415 Cannon House Office Building,rep,Yes,,,
Ted Poe,10-Sep-48,15-Dec-16,68,M,2412 Rayburn HOB; Washington DC 20515-4302,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,https://poe.house.gov,202-225-6565,Republican,4-Jan-05,3-Jan-17,11,56,TX,Texas,3,2412 Rayburn House Office Building,rep,,,,
Ted S. Yoho,13-Apr-55,15-Dec-16,61,M,511 Cannon HOB; Washington DC 20515-0903,https://yoho.house.gov/contact/email-me,http://yoho.house.gov,202-225-5744,Republican,3-Jan-13,3-Jan-17,3,57,FL,Florida,4,511 Cannon House Office Building,rep,,,,
Terri A. Sewell,1-Jan-65,15-Dec-16,51,F,1133 Longworth HOB; Washington DC 20515-0107,https://sewell.house.gov/email-me,https://sewell.house.gov,202-225-2665,Democrat,5-Jan-11,3-Jan-17,5,46,AL,Alabama,8,1133 Longworth House Office Building,rep,Yes,,,
Thad Cochran,7-Dec-37,15-Dec-16,79,M,113 Dirksen Senate Office Building Washington DC 20510,http://www.cochran.senate.gov/public/index.cfm/email-me,http://www.cochran.senate.gov,202-224-5054,Republican,3-Jan-73,3-Jan-21,43,35,MS,Mississippi,,113 Dirksen Senate Office Building,sen,,,,
Theodore E. Deutch,7-May-66,15-Dec-16,50,M,2447 Rayburn HOB; Washington DC 20515-0921,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,http://teddeutch.house.gov,202-225-3001,Democrat,15-Apr-10,3-Jan-17,6,43,FL,Florida,22,2447 Rayburn House Office Building,rep,Yes,,,
Thom Tillis,30-Aug-60,15-Dec-16,56,M,185 Dirksen Senate Office Building Washington DC 20510,,http://www.tillis.senate.gov,202-224-6342,Republican,6-Jan-15,3-Jan-21,1,54,NC,North Carolina,,185 Dirksen Senate Office Building,sen,,,,
Thomas J. Rooney,21-Nov-70,15-Dec-16,46,M,2160 Rayburn HOB; Washington DC 20515-0917,https://rooney.house.gov/email-me,https://rooney.house.gov,202-225-5792,Republican,6-Jan-09,3-Jan-17,7,38,FL,Florida,18,2160 Rayburn House Office Building,rep,,,,
Thomas MacArthur,16-Oct-60,15-Dec-16,56,M,506 Cannon HOB; Washington DC 20515-3003,,https://macarthur.house.gov,202-225-4765,Republican,6-Jan-15,3-Jan-17,1,54,NJ,New Jersey,4,506 Cannon House Office Building,rep,,,,
Thomas Massie,13-Jan-71,15-Dec-16,45,M,314 Cannon HOB; Washington DC 20515-1704,http://massieforms.house.gov/contact/,http://massie.house.gov,202-225-3465,Republican,13-Nov-12,3-Jan-17,4,41,KY,Kentucky,5,314 Cannon House Office Building,rep,,,,
Thomas R. Carper,23-Jan-47,15-Dec-16,69,M,513 Hart Senate Office Building Washington DC 20510,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,http://www.carper.senate.gov,202-224-2441,Democrat,3-Jan-83,3-Jan-19,33,35,DE,Delaware,,513 Hart Senate Office Building,sen,Yes,,,
Tim Huelskamp,11-Nov-68,15-Dec-16,48,M,1110 Longworth HOB; Washington DC 20515-1601,https://huelskamp.house.gov/contact/email-me,http://huelskamp.house.gov,202-225-2715,Republican,5-Jan-11,3-Jan-17,5,42,KS,Kansas,2,1110 Longworth House Office Building,rep,,,,
Tim Kaine,26-Feb-58,15-Dec-16,58,M,231 Russell Senate Office Building Washington DC 20510,http://www.kaine.senate.gov/contact,http://www.kaine.senate.gov,202-224-4024,Democrat,3-Jan-13,3-Jan-19,3,54,VA,Virginia,,231 Russell Senate Office Building,sen,Yes,,,
Tim Murphy,11-Sep-52,15-Dec-16,64,M,2332 Rayburn HOB; Washington DC 20515-3818,https://murphy.house.gov/contact-me,http://murphy.house.gov,202-225-2301,Republican,7-Jan-03,3-Jan-17,13,50,PA,Pennsylvania,19,2332 Rayburn House Office Building,rep,,,,
Tim Ryan,16-Jul-73,15-Dec-16,43,M,1421 Longworth HOB; Washington DC 20515-3513,http://timryanforms.house.gov/contact/,http://timryan.house.gov,202-225-5261,Democrat,7-Jan-03,3-Jan-17,13,29,OH,Ohio,14,1421 Longworth House Office Building,rep,Yes,,,
Tim Scott,19-Sep-65,15-Dec-16,51,M,520 Hart Senate Office Building Washington DC 20510,http://www.scott.senate.gov/contact/email-me,https://www.scott.senate.gov,202-224-6121,Republican,5-Jan-11,3-Jan-17,5,45,SC,South Carolina,,520 Hart Senate Office Building,sen,,,,
Tim Walberg,12-Apr-51,15-Dec-16,65,M,2436 Rayburn HOB; Washington DC 20515-2207,https://walberg.house.gov/contact/contactform.htm,http://walberg.house.gov,202-225-6276,Republican,4-Jan-07,3-Jan-17,9,55,MI,Michigan,8,2436 Rayburn House Office Building,rep,,,,
Timothy J. Walz,6-Apr-64,15-Dec-16,52,M,1034 Longworth HOB; Washington DC 20515-2301,http://walz.house.gov/contact,http://walz.house.gov,202-225-2472,Democrat,4-Jan-07,3-Jan-17,9,42,MN,Minnesota,2,1034 Longworth House Office Building,rep,Yes,,,
Todd C. Young,24-Aug-72,15-Dec-16,44,M,1007 Longworth HOB; Washington DC 20515-1409,https://toddyoungforms.house.gov/give-me-your-opinion,http://toddyoung.house.gov,202-225-5315,Republican,5-Jan-11,3-Jan-17,5,38,IN,Indiana,10,1007 Longworth House Office Building,rep,,,,
Todd Rokita,9-Feb-70,15-Dec-16,46,M,1717 Longworth HOB; Washington DC 20515-1404,https://rokita.house.gov/contact-me,http://rokita.house.gov,202-225-5037,Republican,5-Jan-11,3-Jan-17,5,40,IN,Indiana,5,1717 Longworth House Office Building,rep,,,,
Tom Cole,28-Apr-49,15-Dec-16,67,M,2467 Rayburn HOB; Washington DC 20515-3604,https://coleforms.house.gov/contact/default.aspx,http://cole.house.gov,202-225-6165,Republican,7-Jan-03,3-Jan-17,13,53,OK,Oklahoma,5,2467 Rayburn House Office Building,rep,,,,
Tom Cotton,13-May-77,15-Dec-16,39,M,124 Russell Senate Office Building Washington DC 20510,https://cotton.house.gov/contact/email-me,https://www.cotton.senate.gov,202-224-2353,Republican,3-Jan-13,3-Jan-21,3,35,AR,Arkansas,,124 Russell Senate Office Building,sen,,,,
Tom Emmer,3-Mar-61,15-Dec-16,55,M,503 Cannon HOB; Washington DC 20515-2306,,https://emmer.house.gov,202-225-2331,Republican,6-Jan-15,3-Jan-17,1,53,MN,Minnesota,7,503 Cannon House Office Building,rep,,,,
Tom Graves,3-Feb-70,15-Dec-16,46,M,2442 Rayburn HOB; Washington DC 20515-1014,http://tomgraves.house.gov/contact/,http://tomgraves.house.gov,202-225-5211,Republican,8-Jun-10,3-Jan-17,6,40,GA,Georgia,15,2442 Rayburn House Office Building,rep,,,,
Tom Marino,15-Aug-52,15-Dec-16,64,M,410 Cannon HOB; Washington DC 20515-3810,https://marino.house.gov/contact-me/email-me,http://marino.house.gov,202-225-3731,Republican,5-Jan-11,3-Jan-17,5,58,PA,Pennsylvania,11,410 Cannon House Office Building,rep,,,,
Tom McClintock,10-Jul-56,15-Dec-16,60,M,2331 Rayburn HOB; Washington DC 20515-0504,https://mcclintockforms.house.gov/forms/contact-form.shtml,http://mcclintock.house.gov,202-225-2511,Republican,6-Jan-09,3-Jan-17,7,52,CA,California,5,2331 Rayburn House Office Building,rep,,,,
Tom Price,8-Oct-54,15-Dec-16,62,M,100 Cannon HOB; Washington DC 20515-1006,https://tomprice.house.gov/contact-me,https://tomprice.house.gov,202-225-4501,Republican,4-Jan-05,3-Jan-17,11,50,GA,Georgia,7,100 Cannon House Office Building,rep,,,,
Tom Reed,18-Nov-71,15-Dec-16,45,M,2437 Rayburn HOB; Washington DC 20515-3223,https://reed.house.gov/contact-me/email-me,http://reed.house.gov,202-225-3161,Republican,18-Nov-10,3-Jan-17,6,39,NY,New York,24,2437 Rayburn House Office Building,rep,,,,
Tom Rice,4-Aug-57,15-Dec-16,59,M,223 Cannon HOB; Washington DC 20515-4007,https://tomriceforms.house.gov/forms/writeyourrep/,http://rice.house.gov,202-225-9895,Republican,3-Jan-13,3-Jan-17,3,55,SC,South Carolina,8,223 Cannon House Office Building,rep,,,,
Tom Udall,18-May-48,15-Dec-16,68,M,531 Hart Senate Office Building Washington DC 20510,http://www.tomudall.senate.gov/?p=contact,http://www.tomudall.senate.gov,202-224-6621,Democrat,6-Jan-99,3-Jan-21,17,50,NM,New Mexico,,531 Hart Senate Office Building,sen,Yes,,,
Tony Cí€Œçrdenas,31-Mar-63,15-Dec-16,53,M,1510 Longworth HOB; Washington DC 20515-0529,https://cardenas.house.gov/contact/email-me,http://cardenas.house.gov,202-225-6131,Democrat,3-Jan-13,3-Jan-17,3,49,CA,California,30,1510 Longworth House Office Building,rep,Yes,,,
Trent Franks,19-Jun-57,15-Dec-16,59,M,2435 Rayburn HOB; Washington DC 20515-0308,https://franks.house.gov/contact-me/email-me,http://franks.house.gov,202-225-4576,Republican,7-Jan-03,3-Jan-17,13,45,AZ,Arizona,9,2435 Rayburn House Office Building,rep,,,,
Trent Kelly,1-Mar-66,15-Dec-16,50,M,1427 Longworth HOB; Washington DC 20515-2401,https://trentkelly.house.gov/contact,https://trentkelly.house.gov,202-225-4306,Republican,9-Jun-15,3-Jan-17,1,49,MS,Mississippi,2,1427 Longworth House Office Building,rep,,,,
Trey Gowdy,22-Aug-64,15-Dec-16,52,M,1404 Longworth HOB; Washington DC 20515-4004,https://gowdy.house.gov/forms/writeyourrep/default.aspx,https://gowdy.house.gov,202-225-6030,Republican,5-Jan-11,3-Jan-17,5,46,SC,South Carolina,5,1404 Longworth House Office Building,rep,,,,
Tulsi Gabbard,12-Apr-81,15-Dec-16,35,F,1609 Longworth HOB; Washington DC 20515-1102,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,http://gabbard.house.gov,202-225-4906,Democrat,3-Jan-13,3-Jan-17,3,31,HI,Hawaii,3,1609 Longworth House Office Building,rep,Yes,,,
Vern Buchanan,8-May-51,15-Dec-16,65,M,2104 Rayburn HOB; Washington DC 20515-0916,https://buchanan.house.gov/email-me,https://buchanan.house.gov,202-225-5015,Republican,4-Jan-07,3-Jan-17,9,55,FL,Florida,17,2104 Rayburn House Office Building,rep,,,,
Vicky Hartzler,13-Oct-60,15-Dec-16,56,F,2235 Rayburn HOB; Washington DC 20515-2504,https://hartzler.house.gov/contact-me/email-me,http://hartzler.house.gov,202-225-2876,Republican,5-Jan-11,3-Jan-17,5,50,MO,Missouri,5,2235 Rayburn House Office Building,rep,,,,
Virginia Foxx,29-Jun-43,15-Dec-16,73,F,2350 Rayburn HOB; Washington DC 20515-3305,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,http://foxx.house.gov,202-225-2071,Republican,4-Jan-05,3-Jan-17,11,61,NC,North Carolina,6,2350 Rayburn House Office Building,rep,,,,
Walter B. Jones,10-Feb-43,15-Dec-16,73,M,2333 Rayburn HOB; Washington DC 20515-3303,https://jones.house.gov/contact-me/email-me,http://jones.house.gov,202-225-3415,Republican,4-Jan-95,3-Jan-17,21,51,NC,North Carolina,4,2333 Rayburn House Office Building,rep,,,,
Warren Davidson,1-Mar-70,15-Dec-16,46,M,1011 Longworth HOB; Washington DC 20515-3508,,,202-225-6205,Republican,9-Jun-16,3-Jan-17,0,46,OH,Ohio,9,1011 Longworth House Office Building,rep,,,,
Will Hurd,19-Aug-77,15-Dec-16,39,M,317 Cannon HOB; Washington DC 20515-4323,,https://hurd.house.gov,202-225-4511,Republican,6-Jan-15,3-Jan-17,1,37,TX,Texas,24,317 Cannon House Office Building,rep,,,,
William R. Keating,6-Sep-52,15-Dec-16,64,M,315 Cannon HOB; Washington DC 20515-2109,https://forms.house.gov/keating/webforms/contact.shtml,http://keating.house.gov,202-225-3111,Democrat,5-Jan-11,3-Jan-17,5,58,MA,Massachusetts,10,315 Cannon House Office Building,rep,Yes,,,
Wm. Lacy Clay,27-Jul-56,15-Dec-16,60,M,2428 Rayburn HOB; Washington DC 20515-2501,http://lacyclay.house.gov/contact-form/,http://lacyclay.house.gov,202-225-2406,Democrat,3-Jan-01,3-Jan-17,15,44,MO,Missouri,2,2428 Rayburn House Office Building,rep,Yes,,,
Xavier Becerra,26-Jan-58,15-Dec-16,58,M,1226 Longworth HOB; Washington DC 20515-0534,http://becerraforms.house.gov/forms/writeyourrep/,http://becerra.house.gov,202-225-6235,Democrat,5-Jan-93,3-Jan-17,23,34,CA,California,35,1226 Longworth House Office Building,rep,Yes,,,
Yvette D. Clarke,21-Nov-64,15-Dec-16,52,F,2351 Rayburn HOB; Washington DC 20515-3209,https://clarke.house.gov/contact/email-me,http://clarke.house.gov,202-225-6231,Democrat,4-Jan-07,3-Jan-17,9,42,NY,New York,10,2351 Rayburn House Office Building,rep,Yes,,,
Zoe Lofgren,21-Dec-47,15-Dec-16,68,F,1401 Longworth HOB; Washington DC 20515-0519,http://lofgren.house.gov/contact/,https://lofgren.house.gov,202-225-3072,Democrat,4-Jan-95,3-Jan-17,21,47,CA,California,20,1401 Longworth House Office Building,rep,Yes,,,
